lng,lat,num
116.54097748,39.95898438,2
116.53799438,39.95796967,4
116.55085754,39.9659729,4
116.47235107,39.85884094,13
116.47216797,39.85918427,13
116.43410492,39.96931839,9
116.44042969,39.96612167,8
116.3833847,39.97050858,3
116.37961578,39.96809006,3
116.49649811,39.91098022,8
116.49401855,39.9123764,2
116.49830627,39.9111557,2
116.41591644,40.08938599,2
116.41721344,40.08750916,2
116.41398621,40.0803299,3
116.41900635,40.08912277,2
116.48937225,39.92022705,5
116.48988342,39.9256134,18
116.37071228,39.83651733,5
116.37057495,39.83532333,6
116.37353516,39.83517075,5
116.37155151,39.8351593,5
116.47699738,39.86109161,9
116.47663879,39.86536407,15
116.47750854,39.86853027,7
116.33158875,39.96751785,3
116.33409119,39.96759796,4
116.33347321,39.8846283,4
116.48640442,39.96306229,2
116.49033356,39.96191025,3
116.44133759,39.96682358,6
116.47060394,39.88246155,14
116.46985626,39.88433838,18
116.47035217,39.88442612,8
116.46754456,39.88448334,18
116.48454285,39.91443634,3
116.48972321,39.91543961,12
116.49006653,39.91483307,17
116.48972321,39.91782379,5
116.44257355,39.96437454,15
116.34286499,39.76517868,8
116.35511017,39.73656082,6
116.50534821,39.87076187,2
116.50678253,39.87416077,3
116.47748566,39.88127136,2
116.4768219,39.88004684,14
116.47653961,39.88093185,4
116.4686203,40.01826096,3
116.46665192,40.01945114,2
116.41318512,40.06083679,4
116.41339874,40.06339645,2
116.41278839,40.06464767,2
116.46712494,40.01235962,6
116.46759796,40.01125717,6
116.42427826,39.98174667,4
116.42459106,39.98307419,3
116.48468781,39.92021179,4
116.48673248,39.93034744,3
116.48349762,39.92416763,3
116.52584076,39.91722488,6
116.41763306,40.03430557,3
116.41810608,40.03384399,2
116.42002869,40.03335571,2
116.44417572,39.80511093,11
116.44458008,39.80503845,11
116.31977081,40.11021805,3
116.32145691,40.10077286,2
116.32897186,40.09871674,2
116.41542816,40.00930786,4
116.41509247,39.83806992,7
116.42206573,39.83590698,7
116.42655182,39.84183502,9
116.42760468,39.84268188,7
116.47740936,39.86994553,5
116.47744751,39.86960983,3
116.50304413,39.87513733,3
116.40700531,39.99154282,2
116.40776062,39.9937706,4
116.43093109,39.85404587,14
