lng,lat,num
116.47432709,39.84563446,7
116.47954559,39.86788177,8
116.48821259,39.86685944,5
116.43128204,39.96960449,2
116.44500732,39.99137497,2
116.44713593,39.99437332,2
116.4464798,39.99578476,2
116.57997131,39.85813904,3
116.59134674,39.85700607,3
116.41372681,39.96902084,4
116.41303253,39.96997452,3
116.4116745,39.96899033,9
116.4295578,39.80534744,3
116.41871643,39.79920578,3
116.41892242,39.79842377,2
116.41898346,39.8022728,3
116.65576935,39.89045334,6
116.70292664,39.88088989,3
116.68549347,39.89204025,3
116.65788269,39.90165329,4
116.65586853,39.90077591,2
116.65626526,39.901474,2
116.41729736,40.0773735,2
116.41669464,40.07938766,3
116.64167023,39.90716171,15
116.65809631,39.90487289,6
116.65757751,39.90765381,14
116.65856171,39.90500641,2
116.57659149,39.91038132,4
116.57684326,39.90925598,2
116.64450836,39.90638733,5
116.63766479,39.90362549,3
116.44042969,39.96612167,15
116.43503571,39.96649933,5
116.43771362,39.96637726,7
116.4394989,39.96804428,5
116.44257355,39.96437454,7
116.44096375,39.96263885,5
116.4618988,39.93069458,9
116.44779205,39.96157074,5
116.45007324,39.96582413,5
116.46057892,39.96765518,3
116.37120819,39.8461113,11
116.36909485,39.84613037,12
116.5535965,39.90914917,3
116.55435944,39.91114044,3
116.55449677,39.91119003,2
116.64525604,39.90674591,13
116.64860535,39.90699005,3
116.41815948,39.90132523,3
116.41862488,39.89788055,2
116.41881561,39.90098572,2
116.34172821,39.77109528,6
116.32925415,39.77866364,3
116.33061981,39.77676392,3
116.33130646,39.78447723,9
116.33238983,39.78632355,6
116.45085144,39.86426544,10
116.42058563,39.85723114,8
116.42190552,39.85731888,7
116.46194458,39.93484497,14
116.65656281,39.90675354,4
116.67062378,39.92812347,3
116.30937958,39.85012436,4
116.28939819,39.83633041,5
116.48777008,39.9188652,4
116.48972321,39.91782379,7
116.48937225,39.92022705,4
116.35983276,39.84651566,13
116.35945129,39.84616852,7
116.4777832,39.93120575,4
116.47827911,39.9291954,9
116.4786377,39.92853928,9
116.47946167,39.93125153,13
116.36908722,39.85612106,8
116.50428772,39.93664551,5
116.51030731,39.93801498,6
116.5020752,39.93629837,4
116.46959686,39.92772293,11
116.48988342,39.9256134,21
116.49002838,39.92300415,6
116.49029541,39.92333221,3
116.49247742,39.92301178,4
116.29984283,39.98508453,9
116.32422638,39.94956589,2
116.44900513,39.83236313,4
116.47722626,39.92293549,6
116.47903442,39.92280197,8
116.41075897,39.97918701,3
116.40721893,39.98127365,2
116.40814209,39.98008728,3
116.34716034,40.04735947,3
116.3480072,40.05297852,3
116.28659058,39.83706665,43
116.2861557,39.8507576,7
116.26551819,39.86223602,3
116.29204559,39.8491478,7
116.49006653,39.91483307,7
116.48972321,39.91543961,11
116.48727417,39.91567612,3
116.64250946,39.89038086,4
116.64180756,39.89017105,3
116.42243958,40.07024765,2
116.45518494,39.90407562,2
116.45549011,39.90415573,2
116.46185303,39.94100189,12
116.46130371,39.89719391,3
116.46147156,39.89261627,9
116.45762634,39.89348221,9
116.45558929,39.89346695,2
116.45264435,39.89362717,2
116.50450134,39.92024612,18
116.50971222,39.92312241,8
116.50823975,39.92314529,22
116.46677399,39.89054871,4
116.46246338,39.88687897,20
116.48979187,39.98058319,58
116.49082947,39.97801208,47
116.4899292,39.97667313,24
116.47792053,39.93381882,26
116.46051788,39.81698227,2
116.5019455,39.80222321,2
116.52490997,39.79212189,2
116.52864075,39.78673553,2
116.53154755,39.77678299,2
116.48967743,39.89886856,3
116.47714996,39.89247131,5
116.34156799,39.85072327,25
116.37435913,39.85360718,12
115.98467255,40.46265793,10
115.98403931,40.4645195,3
116.48284912,39.92393112,7
116.38716125,39.83192444,11
116.38684082,39.83504868,13
116.38937378,39.83243179,2
116.37006378,40.08834076,5
116.59051514,39.92559814,7
116.59160614,39.92531967,3
116.57092285,39.73472595,3
116.56941223,39.73045731,3
116.57137299,39.72859573,2
116.50659943,40.00654984,6
116.50682831,40.00794983,4
116.46118927,39.87867737,3
116.46076965,39.86857605,2
116.45988464,39.86700439,3
116.45942688,39.86645508,2
116.45767975,39.86517715,4
116.28759766,39.83390808,12
116.28768158,39.83375931,15
116.28653717,39.8366394,19
116.38677216,39.84931183,31
116.38742828,39.84984589,13
116.41429138,39.85257721,5
116.39647675,39.84809494,2
116.49974823,39.95605087,3
116.49880981,39.9585495,3
116.49925232,39.95732117,7
116.50687408,39.95851517,10
116.47545624,39.88436127,3
116.4736557,39.8847847,2
116.47714996,39.88596725,2
116.48993683,39.97293091,49
116.48245239,39.93381119,2
116.48345947,39.9336853,2
116.4821167,39.93024826,2
116.65694427,39.89343643,5
116.65661621,39.89510345,11
116.65638733,39.89506912,6
116.65640259,39.89514923,2
116.55924225,39.95062637,4
116.55696869,39.95154572,3
116.43841553,39.83776474,3
116.4469223,39.84143448,2
116.44295502,39.84580231,2
116.4471817,39.84662247,3
116.61577606,39.90542984,2
116.63526154,39.90615463,3
116.65805054,39.90781784,2
116.657341,39.90926361,2
116.66768646,39.90851974,2
116.44979095,39.92046356,14
116.45071411,39.92019272,21
116.4491806,39.91970825,4
116.5417099,40.03974533,6
116.54410553,40.03733826,5
116.47782898,39.908535,4
116.47688293,39.90805435,8
116.4668808,39.98748016,4
116.46720123,39.98726273,2
116.46234894,40.00837708,3
116.4626236,40.00847626,7
116.4666748,40.0049057,3
116.46352386,40.00918961,3
116.36853027,39.76320648,3
116.36381531,39.763237,2
116.36859131,39.76315308,3
116.36857605,39.76316452,3
116.46614075,39.88843918,15
116.46788025,39.88869858,17
116.46260071,39.89118576,2
116.41360474,40.05803299,4
116.4082489,40.04847717,3
116.32531738,40.08789444,2
116.32145691,40.10077286,2
116.31674194,39.8481636,6
116.32080841,39.84809494,6
116.46276855,39.99052429,3
116.46307373,39.98931122,4
116.4649353,39.98845291,2
116.48058319,40.00740814,3
116.4836731,40.00864029,2
116.47875977,40.00547409,3
116.43206024,39.8322258,2
116.42869568,39.83230972,3
116.42531586,39.83146667,4
116.41707611,39.83226395,4
116.41744995,39.83225632,3
116.45476532,39.9236145,3
116.4537735,39.91880417,9
116.44779205,39.9179039,2
116.43733978,39.93369675,2
116.43700409,39.93396759,2
116.43217468,39.93352127,2
116.43554688,39.93418503,2
116.46762085,40.01362991,3
116.46828461,40.00499725,3
116.46166229,39.93606567,3
116.4616394,39.9363327,2
116.46261597,39.93379211,3
116.31308746,39.824646,2
116.45940399,39.92075729,2
116.45706177,39.92031097,12
116.4548111,39.91999054,2
116.48677826,39.98643112,7
116.48301697,39.98781204,2
116.48487854,39.98935318,2
116.37670898,39.85037231,8
116.37438202,39.85213089,3
116.37468719,39.85677719,7
116.46243286,39.94984436,5
116.46877289,39.94684982,2
116.451828,39.91939545,3
116.45144653,39.91956329,2
116.4512558,39.91963959,2
116.46086121,39.90662003,6
116.46185303,39.89156723,6
116.46191406,39.89021683,5
116.46085358,39.88944626,4
116.47773743,39.99081802,4
116.47009277,39.99159622,2
116.47144318,39.99081039,3
116.48311615,39.99427795,2
116.46767426,40.00927353,8
116.47079468,40.00966644,11
116.42866516,39.9498024,9
116.43003082,39.95484924,2
116.37465668,40.0873909,3
116.37635803,40.08588028,3
116.31972504,39.93284607,4
116.32427216,39.92821884,3
116.32004547,39.93280411,2
116.38581848,39.84413147,4
116.38633728,39.84527206,19
116.38631439,39.84528351,6
116.6595459,39.92256546,2
116.65650177,39.92630768,2
116.65692139,39.92651367,3
116.62525177,40.02284241,3
116.6292038,40.02604675,2
116.49530792,39.98093796,11
115.91759491,39.62422562,3
116.48681641,40.00077057,4
116.48628235,40.00049591,2
116.65898132,39.87545013,2
116.65807343,39.87550735,3
116.64974213,39.88104248,2
116.66461945,39.87548828,2
116.47298431,39.89344406,5
116.47783661,39.90735245,3
116.47389984,39.90809631,5
116.47218323,39.90598297,3
116.45059204,39.91357803,5
116.44656372,39.91062927,3
116.44361877,39.90946579,3
116.2866745,39.84045029,9
116.27626038,39.83098984,2
116.29585266,39.8423996,2
116.48288727,39.97968674,3
116.49035645,39.98044586,6
116.6027832,39.84123993,2
116.61360931,39.85020065,3
116.61060333,39.84807968,3
116.39340973,40.0006218,3
116.39343262,39.99340057,2
116.39428711,39.99353027,2
116.45694733,39.89042282,4
116.45834351,39.89049911,4
116.45330048,39.91972733,3
116.5581131,39.94815445,3
116.55664062,39.95132065,7
116.55506134,39.95067978,15
116.29174042,39.78242874,6
116.29373169,39.78013229,5
116.47232056,39.91044617,3
116.4732666,39.91014862,4
116.47338104,39.90846634,11
116.48484802,39.92959595,7
116.46140289,39.91991043,6
116.4570694,39.92032623,6
