lng,lat,num
116.55275726,40.0287323,1
116.55226898,40.02967453,6
116.54351807,40.03322601,3
116.472229,39.90851593,4
116.44728851,39.90851593,2
116.4755249,39.90810013,6
116.4737854,39.90816879,2
116.42953491,40.10302734,10
116.41172791,40.11616135,9
116.41391754,40.11671829,23
116.41140747,40.11924362,5
116.41192627,40.11623764,3
116.41368103,40.07720566,16
116.41378021,40.07819748,6
116.41158295,40.06801224,25
116.40777588,40.06850433,7
116.44232178,40.06067276,9
116.42219543,40.06077576,7
116.42765808,40.06267929,5
116.39238739,40.0204277,10
116.41377258,40.05794907,3
116.41742706,40.05755615,3
116.27008057,39.96786499,3
116.33982086,39.97604752,3
116.34272766,39.97038651,3
116.3449707,39.96731567,2
116.45944977,39.93122864,4
116.46177673,39.92425537,3
116.46543121,39.92627716,4
116.46161652,39.92476273,6
116.4618988,39.93069458,35
116.47792816,39.91360855,29
116.47496796,39.916008,31
116.47614288,39.91558838,40
116.47658539,39.913414,24
116.43832397,40.01185226,5
116.40884399,40.00617218,21
116.40422821,40.00447464,4
116.46166229,39.93360519,28
116.40743256,39.99748611,15
116.40849304,39.99943161,7
116.4083786,39.99854279,6
116.40755463,40.00260162,4
116.40842438,39.99890518,13
116.35086823,40.02568817,3
116.4107132,40.03127289,3
116.40120697,40.04226303,3
116.41292572,40.04516602,3
116.4116745,39.96899033,2
116.40931702,39.96983719,3
116.40827942,39.9686203,2
116.50450134,39.92024612,28
116.50200653,39.92308807,27
116.50257111,39.92321777,16
116.41247559,40.02228546,3
116.40979004,40.02874374,10
116.41116333,40.03712845,7
116.17536926,39.76764297,4
116.16969299,39.77080154,3
116.48200989,39.92728043,64
116.4750061,39.84465027,2
116.47805023,39.84142685,2
116.47873688,39.84236145,4
116.46140289,39.91991043,26
116.4616394,39.91711426,11
116.46195984,39.91849518,12
116.46981049,39.9135704,27
116.47246552,39.91347885,28
116.4588623,39.91317368,7
116.42990875,39.84629822,3
116.4308548,39.84545898,2
116.42993927,39.84580994,3
116.48988342,39.91704559,34
116.48854828,39.91669083,3
116.49002838,39.91712189,53
116.48972321,39.91543961,19
116.47816467,39.90899658,45
116.48454285,39.91443634,5
116.48537445,39.91399765,8
116.31890869,39.93949127,3
116.31384277,39.94081879,2
116.29885101,39.94625092,3
116.33573914,39.95225906,10
116.33629608,39.95260239,6
116.49002838,39.92300415,16
116.48988342,39.9256134,31
116.48972321,39.91782379,17
116.42188263,39.84415436,5
116.42171478,39.84279251,3
116.42181396,39.84137344,5
116.4897995,39.93732834,11
116.4955368,39.95704651,6
116.48997498,39.93959427,4
116.48618317,39.93376541,9
116.51344299,39.78710938,3
