lng,lat,num
116.46353912,39.93428802,26
116.46437836,39.94970322,46
116.45468903,39.94828033,6
116.45483398,39.94828415,6
116.4535141,39.9487381,5
116.42467499,39.97018433,13
116.41009521,39.98683548,4
116.42456055,39.97002411,18
116.41940308,39.9692955,3
116.44651794,39.94124222,5
116.44477844,39.9441185,82
116.44508362,39.94397736,21
116.4320755,39.94019318,3
116.43228912,39.94015121,5
116.45527649,39.93791962,6
116.44293213,39.94960022,8
116.43955231,39.94941711,23
116.41766357,39.96919632,38
116.41811371,39.96899414,11
116.41795349,39.96886444,17
116.41734314,39.96917343,6
116.4694519,39.95900345,14
116.46658325,39.95970917,49
116.4471817,39.94665909,68
116.44955444,39.94817352,26
116.40229034,39.99263,9
116.40189362,39.99369812,9
116.59277344,40.08004761,3
116.59357452,40.07909393,5
116.46394348,39.9500351,7
116.46147156,39.94958115,16
116.45120239,39.96175385,54
116.45097351,39.96212006,2
116.41372681,39.96902084,95
116.41226196,39.96492767,17
116.41808319,39.96367264,12
116.41617584,39.96466064,14
116.4616394,39.92728043,81
116.46162415,39.92793655,73
116.42077637,39.9887619,3
116.41942596,39.99368286,3
116.4196167,39.99071121,5
116.40926361,40.04735184,7
116.40994263,40.04758835,4
116.41186523,40.04754639,15
116.41217041,40.0471077,3
116.44703674,39.94116211,4
116.41068268,39.99497986,12
116.45162964,39.90600204,8
116.4517746,39.90578842,9
116.45239258,39.90571976,7
116.45174408,39.90736771,53
116.45028687,39.91168976,9
116.47805786,39.92329407,10
116.47722626,39.92293549,8
116.30161285,40.00440979,4
116.29776001,40.01470566,7
116.43345642,39.99044418,4
116.43521118,39.98923111,3
116.43730927,39.98980331,3
116.45902252,39.87746811,42
116.46088409,39.87665176,51
116.45874023,39.87765503,7
116.46089935,39.87600327,33
116.61952972,39.89014435,13
116.46855164,39.87142563,25
116.46611786,39.87002563,14
116.46432495,39.90834808,29
116.46162415,39.90638733,12
116.46173096,39.90664291,15
116.4594574,39.90658188,11
116.45977783,39.90824127,54
116.46799469,39.90827942,33
116.46424103,39.90824509,3
116.46248627,39.90834808,4
116.46148682,39.90814209,3
116.4599762,39.90816498,3
116.4592514,39.9547348,26
116.45683289,39.95635605,3
116.4588623,39.95506668,2
116.46135712,39.88962936,8
116.48937225,39.92022705,11
116.49282837,39.91869736,9
116.50025177,39.9213562,24
116.46340942,39.87358475,14
116.46398926,39.87137222,8
116.46469879,39.87611389,55
116.47878265,39.90249252,5
116.48033142,39.90830612,17
116.48395538,39.90564728,10
116.48091888,39.90441132,3
116.48028564,39.9053421,5
116.38793945,39.97834396,5
116.39333344,39.97689438,3
116.39430237,39.97560883,3
116.39138031,39.85648727,2
116.39083862,39.85237503,2
116.39144135,39.8538208,3
116.51061249,39.90034485,3
116.51152039,39.90032578,11
116.36972046,39.83125687,7
116.36643219,39.82214355,5
116.37487793,39.81829453,3
116.31634521,39.85817337,3
116.31478119,39.86036301,4
116.32100677,39.85346985,4
116.31367493,39.85929489,5
116.31420135,39.85803986,2
116.63766479,39.90362549,2
116.46131134,39.90795135,3
116.40050507,39.84121323,4
116.40021515,39.84892654,3
116.40022278,39.85057068,2
116.39994812,39.85295105,9
116.48923492,39.91538239,13
116.48990631,39.91369247,9
116.48859406,39.91535187,9
116.14654541,39.72670364,7
116.14752197,39.7286377,3
116.14215851,39.73091888,15
116.37976074,39.98516083,8
116.37838745,39.98737717,5
116.58702087,39.87585068,2
116.58840942,39.88263702,2
116.58731079,39.88056946,2
116.48982239,39.91259003,70
116.46142578,39.93218613,53
116.46166229,39.93357849,9
116.36370087,39.88331985,3
116.36356354,39.88461685,2
116.36353302,39.88494492,3
116.40776062,39.99267578,4
116.41917419,39.99794006,3
116.45516205,39.86745071,71
116.45968628,39.86672592,63
116.46870422,39.99731827,10
116.46853638,39.99729538,8
116.46730804,39.99663544,14
116.47235107,40.00051498,5
116.47121429,39.99649811,6
116.47061157,39.99842072,3
116.46142578,39.88953781,56
116.46133423,39.87914658,36
116.46103668,39.86952209,31
116.454422,39.8626709,13
116.44088745,39.85870743,41
116.47877502,39.99703598,10
116.47774506,39.99761581,2
116.31704712,39.88557053,5
116.31669617,39.88656616,6
116.32105255,39.88311768,7
116.31924438,39.88856125,4
116.51259613,39.79383087,5
116.50830841,39.82551193,3
116.50833893,39.82552338,2
116.47745514,39.99999237,3
116.47336578,40.00531006,5
116.3451767,39.72379303,4
116.34249115,39.72643661,5
116.27811432,39.87011337,6
116.27668762,39.86916733,7
116.27562714,39.87165451,2
116.34175873,39.73263931,10
116.33918762,39.73826981,18
116.34503937,39.74093628,11
116.40576172,39.96869659,19
116.40660858,39.968853,16
116.20848846,39.76733398,11
116.20814514,39.76822281,6
116.20770264,39.76730728,6
116.34576416,39.72330856,7
116.34592438,39.72477341,2
116.34598541,39.72654343,3
116.28302765,39.85864639,9
116.28326416,39.85443878,26
116.28649902,39.8574295,5
116.33313751,39.81062698,6
116.3039856,39.97171402,5
116.30547333,39.97167969,5
116.33109283,39.81918716,17
116.32778931,39.82359314,10
116.38152313,39.96842575,7
116.38011169,39.96712875,4
116.37860107,39.96874237,3
116.37914276,39.96871948,5
116.46176147,39.91538239,2
116.46187592,39.9138298,8
116.46198273,39.91296005,6
116.46159363,39.91070938,2
116.46211243,39.91162109,4
116.3744278,40.00750351,2
116.3731308,40.00163269,2
116.47234344,39.95257568,3
116.47130585,39.95227814,2
116.47373962,39.95292664,4
116.47428131,39.95331573,6
116.46142578,39.90040207,9
116.46270752,39.90060425,11
116.37836456,39.8673439,9
116.37757111,39.86744308,3
116.33345032,39.99277878,4
116.33307648,39.99265289,3
116.33331299,39.99341965,2
116.51291656,40.01200104,3
116.43864441,39.96809387,4
116.4387207,39.96822357,2
116.47792816,39.93363953,21
116.46918488,39.89180374,10
116.46311951,39.89276505,25
116.4659729,39.89105606,6
116.47263336,39.94918442,7
116.46812439,39.9513855,6
116.47272491,39.9491539,2
116.28977966,39.77877426,7
116.28588104,39.78142929,5
116.37403107,39.86462784,7
116.37166595,39.86483002,7
116.37436676,39.86474228,5
116.46799469,39.88390732,54
116.47065735,39.88685608,21
116.3741684,39.86447144,3
116.37252045,39.86201477,3
116.37400818,39.8568306,9
116.37630463,39.85739517,5
116.37223816,39.860672,3
116.38020325,39.85697556,4
116.35851288,39.99802399,3
116.36055756,40.00353241,3
116.35977173,40.001194,8
116.35546875,40.00127029,3
116.46246338,39.88687897,29
116.46985626,39.88433838,41
116.46620178,39.88796616,4
116.41577911,40.06365585,16
116.41666412,40.06559372,2
116.41113281,40.06036758,2
116.46244049,39.89461517,33
116.46157074,39.89508057,19
116.46173859,39.89380264,27
116.36505127,39.86195755,5
116.36791229,39.86206436,3
116.36960602,39.86005783,5
116.36876678,39.86679077,4
116.13401794,39.73822784,2
116.13247681,39.73715591,2
116.45094299,39.87601852,70
116.45174408,39.87599945,58
116.34899902,39.96769714,3
116.35346222,39.96768188,2
116.35575867,39.96787262,2
116.35791779,39.96760559,2
116.35842133,39.96769714,2
116.14987946,39.71837997,2
116.15179443,39.71567154,2
115.97793579,39.67247009,2
116.2015686,39.83892441,2
116.20129395,39.83834457,4
116.2038269,39.84053421,6
116.26074982,39.76953888,16
116.28852844,39.76217651,11
116.28403473,39.77346039,13
116.46559143,39.92234802,3
116.46898651,39.91874695,9
116.47902679,39.91088104,34
116.66262054,39.90573502,2
116.67771149,39.89240646,2
116.31417084,40.0222702,10
116.34955597,40.03798294,4
116.37743378,39.97118378,2
116.3759613,39.96956253,5
116.38063812,39.98093796,7
116.45101929,39.8711319,39
116.45412445,39.87128067,30
116.44930267,39.88461685,15
116.44633484,39.88484192,5
116.37148285,39.85074615,22
116.37155151,39.8506279,16
116.29624939,39.97348404,4
116.43652344,39.85715485,5
116.43622589,39.85782623,3
116.43271637,39.85434723,8
116.46151733,39.93190002,5
116.34541321,39.82507324,6
116.34564972,39.82610321,3
116.48891449,39.92701721,36
116.46547699,39.93355179,27
116.46552277,39.93354034,2
116.46166229,39.93360519,14
116.44932556,39.9651947,7
116.44922638,39.96511841,25
116.3924408,39.85690308,7
116.39286041,39.85703659,9
116.55436707,39.9413681,7
116.55337524,39.94136047,5
116.31864166,39.84103012,8
116.32316589,39.84129715,2
116.31506348,39.8433876,8
116.46759796,39.87486267,23
116.43968964,39.95866776,4
116.37791443,39.94882965,6
116.37468719,39.95101929,3
116.37772369,39.94884109,5
116.42781067,39.8575325,4
116.42701721,39.85824203,10
116.42648315,39.96931076,14
116.42637634,39.96710205,9
116.42487335,39.96881866,15
116.43078613,39.96835327,9
116.46540833,39.91368484,2
116.4658432,39.91319275,2
116.4695282,39.91278458,2
116.39590454,39.85705948,8
116.39953613,39.85728836,2
116.4788208,39.91588593,28
116.4803772,39.9157753,17
116.47872925,39.9143486,84
116.48301697,39.9155426,9
116.48332214,39.91551971,11
116.39705658,39.89656067,5
116.39678192,39.89654541,4
116.39514923,39.89382553,3
116.46546173,39.92271423,2
116.47159576,39.88443756,4
116.46417236,39.88441086,16
116.46170807,39.88467026,70
116.462677,39.88440323,4
116.46746826,39.88445663,68
116.46827698,39.88393021,7
116.46498108,39.88411331,62
116.50169373,40.05862427,4
116.50127411,40.05847168,3
116.42823792,39.84589005,5
116.42848969,39.84970474,2
116.42786407,39.8458519,8
116.50209808,39.93624878,7
116.49939728,39.93645096,3
116.49343109,39.93402481,10
116.48986816,39.93200302,9
116.3102951,39.9002533,7
116.31160736,39.89805984,7
116.31027985,39.89981461,7
116.31034088,39.89742279,4
116.14034271,39.7254715,10
116.13993835,39.72550583,15
116.14364624,39.72612381,4
116.1481781,39.73511505,4
116.13634491,39.7305069,15
116.13631439,39.73047638,11
116.13536835,39.72350693,3
116.18651581,39.76193619,5
116.18592072,39.75311661,2
116.17411041,39.76311111,6
116.59121704,39.9120903,5
116.59489441,39.9118576,3
116.59674835,39.91181183,3
116.59738159,39.91192627,7
116.4471817,39.83137512,11
116.44918823,39.8282814,9
116.45309448,39.82556152,9
116.45440674,39.82395935,5
116.46858215,39.88965607,2
116.46841431,39.88942719,2
116.27398682,39.90971756,8
116.27409363,39.90450287,3
116.37461853,39.99542618,7
116.37386322,39.99642563,3
116.39414978,39.84523773,12
116.39196014,39.84592819,8
116.3927002,39.84523392,12
116.51344299,39.92501831,13
116.51351166,39.9244957,6
116.45909119,39.90432358,19
116.36389923,39.85470581,7
116.54375458,40.00484848,2
116.54081726,40.00345993,3
116.57920074,40.00757599,2
116.5773468,40.00836945,2
116.36714172,39.96780777,3
116.31024933,39.89113235,4
116.05509949,39.71180344,18
115.98327637,39.72429657,5
116.64636993,39.88829041,2
116.65026093,39.8882637,2
116.63829041,39.90286636,9
116.64858246,39.89943695,2
116.33834076,39.80260086,9
116.33901978,39.79946136,7
116.34182739,39.80294037,10
116.39199066,39.85668564,4
116.38819122,39.8577919,5
116.18847656,39.83652496,3
116.36513519,39.98720932,2
116.35329437,39.99044418,2
116.1847229,39.85765839,2
116.44880676,39.7925415,3
116.44896698,39.79293442,2
116.4821701,39.81375122,2
116.48808289,39.81846619,2
116.46160126,39.90565491,7
116.46151733,39.90578461,2
116.45078278,39.90847397,2
116.44965363,39.90878677,2
116.43766022,39.90855789,2
