lng,lat,num
116.46277618,39.89936066,24
116.46157074,39.89508057,82
116.46270752,39.90060425,85
116.44493866,39.94113159,301
116.44400024,39.94100571,73
116.4669342,39.92918777,223
116.46401978,39.92884827,187
116.4616394,39.92728043,313
116.45970154,39.92580795,133
116.47137451,39.89128494,466
116.47757721,39.89105606,184
116.47743225,39.89305496,121
116.47742462,39.89048386,73
116.65048981,39.87373352,49
116.65045929,39.87176895,49
116.45000458,39.87114716,85
116.45017242,39.87102127,181
116.45000458,39.87110901,82
116.45180511,39.87614441,85
116.45174408,39.87599945,22
116.45139313,39.87346649,238
116.46498108,39.88411331,718
116.46417236,39.88441086,184
116.46170807,39.88467026,484
116.45948029,39.88536453,313
116.46246338,39.88687897,85
116.46112061,39.88544083,223
116.45947266,39.88486099,73
116.45687866,39.88084412,361
116.45793915,39.88479614,367
116.31532288,39.76023483,49
116.45977783,39.90824127,226
116.46062469,39.95278168,217
116.45744324,39.9524498,73
116.4592514,39.9547348,73
116.43510437,39.85319138,49
116.42844391,39.85987854,13
116.4338913,39.85186005,25
116.43587494,39.85353851,13
116.29299164,39.83093643,247
116.28401184,39.84695816,106
116.28538513,39.84812164,97
116.28373718,39.84863663,13
116.43841553,39.83776474,193
116.43527985,39.84587479,145
116.43411255,39.83524704,25
116.28805542,39.84856796,121
116.2854538,39.84284592,25
116.28210449,39.84877777,121
116.21096802,40.12335587,13
116.21096802,40.12403488,13
116.33387756,39.75728226,13
116.3197937,39.76274109,13
116.4143219,39.85478973,25
116.41431427,39.85494232,121
116.41176605,39.85708237,76
116.41306305,39.85710907,295
116.41394043,39.8591423,229
116.40375519,39.85899353,25
116.40879059,39.8587265,37
116.25325775,39.90743637,49
116.24328613,39.90698242,61
116.24306488,39.90703583,13
116.47729492,39.86572647,73
116.47663879,39.86536407,46
116.47684479,39.86737061,37
116.47315216,39.86925888,25
116.47954559,39.86788177,193
116.47896576,39.86831284,193
116.47735596,39.87607193,13
116.47731018,39.87485886,37
116.47254181,39.87605667,175
116.4773407,39.87816238,211
116.35079956,39.86875534,97
116.34796143,39.86837769,97
116.47399902,39.87582779,67
116.47623444,39.92301941,25
116.58227539,39.91415024,25
116.52877045,39.91696167,13
116.58303833,39.9147377,49
116.27238464,39.78131866,13
116.27244568,39.7778511,13
116.45796204,39.86564255,238
116.45966339,39.87141037,25
116.45767975,39.87356186,25
116.46099091,39.87450409,1255
116.46112823,39.87459946,25
116.46744537,39.88451767,73
116.46432495,39.88256073,25
116.46128845,39.88581085,85
116.42058563,39.85723114,97
116.46509552,39.88910675,13
116.57675171,39.91438293,25
116.57675171,39.91451263,79
116.57670593,39.91440964,73
116.33158112,39.88999557,181
116.33597565,39.89014053,13
116.33402252,39.88766861,13
116.67123413,39.88182831,130
116.6723938,39.88137436,82
116.32131958,39.90127563,73
116.3212738,39.90004349,85
116.31090546,39.8999176,127
116.32407379,39.90492249,25
116.32172394,39.90487671,13
116.26715088,39.71794128,37
116.27610779,39.72086716,25
116.31015778,39.911129,97
116.3063736,39.9092865,13
116.30659485,39.90927124,13
116.59409332,39.90939713,13
116.59106445,39.90937805,25
116.58970642,39.91247177,49
