lng,lat,num
116.31246185,39.62294006,3
116.31826019,39.6247673,3
116.34475708,39.7220993,5
116.37864685,39.7111702,2
116.36403656,39.70783615,2
116.34576416,39.71281433,4
116.34114838,39.77713776,3
116.34490967,39.77774048,3
116.3429184,39.78401566,5
116.34501648,39.78320312,7
116.13605499,39.73867035,2
116.1325531,39.73968124,3
116.13591766,39.73465347,2
116.52296448,39.92548752,3
116.51902008,39.92469788,6
116.52101135,39.92351532,5
116.51786041,39.92320633,5
116.51776886,39.92326736,3
116.51563263,39.92459488,19
116.4336853,39.81890106,3
116.43663788,39.81894684,6
116.43505096,39.81960678,6
116.43341064,39.82008362,3
116.51720428,39.94813919,7
116.51705933,39.94986343,3
116.51353455,39.93367004,7
116.51353455,39.93270111,5
116.38819122,39.8577919,2
116.39286041,39.85703659,2
116.39308929,39.85443878,2
116.39199066,39.85668564,2
116.39417267,39.85476685,2
116.45516205,39.86745071,7
116.45968628,39.86672592,7
116.45796204,39.86564255,9
116.46607208,39.86228943,2
116.48484802,39.93201828,5
116.48487854,39.93069077,2
116.47184753,39.90833664,9
116.47718048,39.90807724,13
116.4797287,39.90833282,5
116.4826889,39.90826797,5
116.48719788,39.90810013,2
116.48982239,39.91259003,17
116.48284912,39.92393112,10
116.4275589,39.9045372,3
116.42771912,39.90487289,2
116.42819977,39.90484619,2
116.34527588,39.85039139,2
116.3400116,39.84905243,2
116.34888458,39.89525604,2
116.32615662,39.85007095,2
116.34024811,39.84896469,12
116.34299469,39.84916687,9
116.33994293,39.84892654,5
116.46170807,39.88467026,36
116.46067047,39.8842392,42
116.46105194,39.88466263,2
116.32845306,39.83037567,2
116.31681061,39.83065796,2
116.31580353,39.85139084,2
116.30934906,39.8482399,4
116.30937958,39.85012436,4
116.38761139,39.99798203,3
116.38108826,39.99766922,2
116.38735962,39.99784088,2
116.41811371,39.94926834,4
116.41777802,39.9493866,5
116.52111053,39.91483307,26
116.52070618,39.91424942,2
116.51889801,39.91505051,3
116.52272797,39.91263199,2
116.51998138,39.91178131,2
116.47745514,39.89018631,21
