lng,lat,num
116.460289,39.95436096,10
116.46160126,39.95077515,21
116.46006012,39.95758438,6
116.41811371,39.96899414,20
116.42171478,39.96918869,39
116.41795349,39.96886444,26
116.41372681,39.96902084,62
116.45492554,39.91213608,40
116.45478058,39.91085052,31
116.45202637,39.909832,9
116.45038605,39.91131973,9
116.42185211,39.96925735,9
116.45417786,39.93415833,7
116.44705963,39.96210861,5
116.44630432,39.96329117,10
116.44498444,39.90769196,3
116.45370483,39.90830994,13
116.44361115,39.90526962,7
116.44546509,39.90841675,5
116.39396667,39.96839905,22
116.38922882,39.96829605,11
116.38919067,39.96921921,6
116.39470673,39.96997833,22
116.45120239,39.96175385,65
116.45817566,39.93684387,7
116.35895538,39.96759796,20
116.35420227,39.9710083,4
116.36053467,39.9674263,15
116.35544586,39.96805954,3
116.35597992,39.92921448,19
116.34975433,39.92829895,10
116.34947205,39.93167114,18
116.45492554,39.95967484,31
116.45056915,39.96039581,68
116.36463928,39.92903137,8
116.44477844,39.9441185,72
116.44932556,39.94106674,9
116.44508362,39.94397736,19
116.36373901,39.91439056,6
116.35654449,39.91757584,9
116.41179657,39.90938187,3
116.41190338,39.90938568,3
116.35214233,39.92717361,11
116.35353088,39.92362595,3
116.35614014,39.92397308,3
116.35619354,39.925457,3
116.35612488,39.92546082,10
116.35341644,39.92687225,7
116.34763336,39.92444611,8
116.35352325,39.92374802,18
116.35072327,39.91750717,5
116.35047913,39.92348099,7
116.35066223,39.92141342,3
116.3952713,39.95855331,17
116.39510345,39.95903397,10
116.3957901,39.95718384,5
116.39096832,39.96899033,24
116.46729279,39.95999908,4
116.46774292,39.95953369,4
116.46658325,39.95970917,18
116.46662903,39.95975113,9
116.31935883,39.62503815,3
116.29363251,39.61948013,7
116.53799438,39.95796967,2
116.54730225,39.96140671,2
116.5439682,39.96722031,2
116.54338837,39.96595001,2
116.51390839,39.86073303,13
116.51384735,39.86264038,4
116.51386261,39.86291885,4
116.46773529,39.8883667,42
116.46614075,39.88843918,43
116.39425659,39.95075226,9
116.46114349,39.87968826,7
116.4606781,39.87672424,11
116.36865234,39.74406433,2
116.3720932,39.73905945,2
116.34197235,39.73246765,2
116.34585571,39.73219681,6
116.46455383,39.84765244,2
116.46787262,39.84604263,4
116.46147156,39.89261627,13
116.46227264,39.89081955,25
116.46142578,39.88953781,39
116.46142578,39.89161682,4
116.46144104,39.8875885,33
116.46149445,39.88715363,5
116.46060181,39.88888931,15
116.29624939,39.85753632,6
116.46630096,39.92845535,11
116.4669342,39.92918777,11
116.46013641,39.92521667,11
116.36685944,39.80456924,8
116.34944916,39.80224609,2
116.34416199,39.79904556,7
116.3565979,39.79573059,2
116.44423676,39.848423,6
116.45805359,39.84592056,3
116.45553589,39.84708786,13
116.45919037,39.92347336,11
116.45665741,39.92472076,11
116.45970154,39.92580795,18
116.45806122,39.92359161,2
116.457901,39.92314529,4
116.21853638,39.76461792,9
116.20697021,39.7640686,16
116.20770264,39.76730728,10
116.20848846,39.76733398,5
116.20767975,39.76902008,3
116.37860107,39.96874237,8
116.3759613,39.96956253,5
116.37914276,39.96871948,4
116.38011169,39.96712875,6
116.27553558,39.95781708,9
116.27589417,39.95491409,3
116.27572632,39.95885468,2
116.43851471,39.86339569,7
116.43919373,39.86571121,11
116.43961334,39.86565781,31
116.67768097,39.89512634,4
116.67784882,39.89224243,3
116.40922546,39.98505783,18
116.41221619,39.98257828,7
116.417099,39.98854065,42
116.41254425,39.98642349,14
116.31615448,39.98535919,3
116.31617737,39.98515701,9
116.49210358,39.95981216,4
116.48786163,39.95767593,9
116.48779297,39.95803833,7
116.49088287,39.96028137,2
116.20803833,39.75902939,5
116.19987488,39.75129318,8
116.20492554,39.75617599,7
116.20558167,39.75575256,22
116.21025848,39.75261307,4
116.20889282,39.75310135,15
116.20316315,39.74194336,3
116.43210602,39.8583374,3
116.43363953,39.8586731,16
116.45043182,39.96159744,17
116.45656586,39.97799301,11
116.45397186,39.97837448,13
116.21452332,39.75930786,10
116.21321869,39.76411438,32
116.50497437,39.86701584,5
116.50004578,39.8655777,13
116.34303284,39.78836441,2
116.33130646,39.78447723,13
116.34477997,39.79019165,3
116.26004028,40.14369583,7
116.26023865,40.14321136,2
116.43585205,40.0706749,2
116.4356842,40.07037354,2
116.44699097,40.07090378,2
116.43388367,40.0650177,2
116.43363953,40.06755066,3
116.42829132,40.06422043,2
116.30840302,40.15462875,8
116.30799866,40.15530396,3
116.41158295,40.06801224,14
116.40750885,40.06843948,3
116.46437836,39.94970322,43
116.44970703,39.94810867,5
116.45095062,39.9478035,13
116.55640411,39.91604233,16
116.56337738,39.90938187,4
116.32006836,39.84225464,6
116.32155609,39.83987808,2
